<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
INDEX.CSI300,D,20230707,190000,3831.5955,3844.8438,3819.1686,3825.6988,3392
INDEX.CSI300,D,20230710,190000,3841.5591,3865.3623,3832.0124,3844.3269,3489
INDEX.CSI300,D,20230711,190000,3853.7955,3870.6314,3844.5244,3869.4861,3206
INDEX.CSI300,D,20230712,190000,3864.6013,3874.0403,3838.5632,3843.4369,3394
INDEX.CSI300,D,20230713,190000,3855.662,3901.0947,3855.662,3898.4229,3379
INDEX.CSI300,D,20230714,190000,3904.6033,3908.302,3894.2625,3899.1027,2339
INDEX.CSI300,D,20230717,190000,3881.6225,3881.6225,3852.3654,3867.1749,3114
INDEX.CSI300,D,20230718,190000,3871.0444,3871.0444,3844.6642,3854.9393,2568
INDEX.CSI300,D,20230719,190000,3848.4826,3859.9122,3830.4073,3850.8663,3330
INDEX.CSI300,D,20230720,190000,3857.7725,3875.5852,3818.7134,3823.6946,2319
INDEX.CSI300,D,20230721,190000,3816.9835,3849.5109,3808.803,3821.91,3178
INDEX.CSI300,D,20230724,190000,3803.3492,3828.5743,3798.8048,3805.221,3242
INDEX.CSI300,D,20230725,190000,3866.6445,3915.8148,3866.6445,3915.1153,2302
INDEX.CSI300,D,20230726,190000,3908.174,3912.9834,3893.6667,3907.0128,3266
INDEX.CSI300,D,20230727,190000,3914.2298,3935.3578,3894.7564,3902.3458,2290
INDEX.CSI300,D,20230728,190000,3889.7929,4000.6177,3886.9253,3992.7376,3215
INDEX.CSI300,D,20230731,190000,4018.8895,4064.2706,4002.0784,4014.6301,3217
INDEX.CSI300,D,20230801,190000,4009.1831,4031.5653,3983.1425,3998.001,2263
INDEX.CSI300,D,20230802,190000,3985.6951,4008.1749,3958.5406,3969.895,3146
INDEX.CSI300,D,20230803,190000,3962.1296,4004.9839,3962.1296,4004.9839,3324
INDEX.CSI300,D,20230804,190000,4033.7239,4058.1332,4011.6202,4020.5792,3404
INDEX.CSI300,D,20230807,190000,4002.9677,4002.9677,3977.0173,3990.1531,2350
INDEX.CSI300,D,20230808,190000,3980.0423,4002.2904,3963.5632,3979.7322,3178
INDEX.CSI300,D,20230809,190000,3967.3566,3982.1091,3961.9563,3967.5652,3112
INDEX.CSI300,D,20230810,190000,3962.8569,3976.2437,3945.3869,3975.7166,2323
INDEX.CSI300,D,20230811,190000,3977.9834,3977.9834,3884.2538,3884.2538,3339
INDEX.CSI300,D,20230814,190000,3840.8872,3859.4321,3814.108,3855.9061,3398
INDEX.CSI300,D,20230815,190000,3858.37,3865.28,3811.68,3846.5357,667
INDEX.CSI300,D,20230816,190000,3830.8274,3852.0512,3817.6581,3818.3338,3319
INDEX.CSI300,D,20230817,190000,3801.1969,3836.1507,3782.4967,3831.1008,2373
INDEX.CSI300,D,20230818,190000,3832.4554,3844.1331,3784.0038,3784.0038,2537
INDEX.CSI300,D,20230821,190000,3773.225,3782.0489,3729.555,3729.555,2320
INDEX.CSI300,D,20230822,190000,3748.0675,3770.0556,3704.6785,3758.2271,3250
INDEX.CSI300,D,20230823,190000,3751.7736,3755.9557,3695.0659,3696.6339,3373
INDEX.CSI300,D,20230824,190000,3711.5403,3748.86,3701.5717,3723.4293,2346
INDEX.CSI300,D,20230825,190000,3703.5136,3734.2185,3695.8442,3709.1517,3247
INDEX.CSI300,D,20230828,190000,3911.5485,3911.5485,3740.5279,3752.6194,2777
INDEX.CSI300,D,20230829,190000,3743.0534,3810.0288,3742.8058,3790.1067,2839
INDEX.CSI300,D,20230830,190000,3803.1191,3813.7032,3780.273,3788.5097,2762
INDEX.CSI300,D,20230831,190000,3786.93,3794,3762,3765.27,0
INDEX.CSI300,D,20230901,190000,3778.9129,3808.5306,3778.9129,3791.4912,2917
INDEX.CSI300,D,20230904,190000,3812.9873,3854.1709,3804.5886,3848.9517,2401
INDEX.CSI300,D,20230905,190000,3839.5779,3839.5779,3814.8799,3820.3174,2528
INDEX.CSI300,D,20230906,190000,3808.1,3817.5239,3791.3819,3812.0283,3156
INDEX.CSI300,D,20230907,190000,3802.2272,3802.2272,3756.853,3758.4748,2369
INDEX.CSI300,D,20230908,190000,3747.6509,3753.263,3724.987,3739.9927,3354
INDEX.CSI300,D,20230911,190000,3740.5846,3788.3219,3734.7228,3767.537,3241
INDEX.CSI300,D,20230912,190000,3764.3331,3774.8924,3755.4162,3760.6048,3013
INDEX.CSI300,D,20230913,190000,3759.6091,3768.8162,3719.1114,3736.6513,2332
INDEX.CSI300,D,20230914,190000,3736.9355,3748.8177,3717.3107,3733.5077,3243
INDEX.CSI300,D,20230915,190000,3740.7853,3749.0247,3699.3806,3708.7766,2353
INDEX.CSI300,D,20230918,190000,3698.9344,3737.5306,3691.1107,3727.711,2326
INDEX.CSI300,D,20230919,190000,3723.4244,3724.0717,3702.6934,3720.5021,3467
INDEX.CSI300,D,20230920,190000,3715.9578,3718.5207,3705.2462,3705.6898,3263
INDEX.CSI300,D,20230921,190000,3698.313,3708.4557,3672.4448,3672.4448,3367
INDEX.CSI300,D,20230922,190000,3672.6402,3740.0614,3664.7661,3738.9327,3348
INDEX.CSI300,D,20230925,190000,3738.0622,3738.0622,3711.2049,3714.6037,3431
INDEX.CSI300,D,20230926,190000,3711.7106,3723.7268,3692.6172,3692.8928,3380
INDEX.CSI300,D,20230927,190000,3694.9607,3730.5363,3694.3938,3700.495,2800
INDEX.CSI300,D,20230928,190000,3711.2117,3715.8257,3685.3001,3689.5172,3483
INDEX.CSI300,D,20231009,190000,3678.929,3694.1338,3641.9966,3684.7272,2428
INDEX.CSI300,D,20231010,190000,3696.2542,3700.6164,3655.589,3657.1259,2314
INDEX.CSI300,D,20231011,190000,3674.7514,3689.5347,3658.355,3667.5483,3167
INDEX.CSI300,D,20231012,190000,3697.9337,3711.2225,3682.8792,3702.3824,3079
INDEX.CSI300,D,20231013,190000,3677.9585,3678.1651,3652.4171,3663.4104,2238
INDEX.CSI300,D,20231016,190000,3664.039,3664.039,3615.7686,3626.5972,2368
INDEX.CSI300,D,20231017,190000,3635.2994,3645.2037,3619.3374,3639.4018,2383
INDEX.CSI300,D,20231018,190000,3631.0671,3632.0579,3609.0059,3610.5767,2743
INDEX.CSI300,D,20231019,190000,3588.5154,3588.5154,3532.3059,3533.5445,3420
INDEX.CSI300,D,20231020,190000,3518.3464,3535.6426,3501.725,3510.5889,2365
INDEX.CSI300,D,20231023,190000,3500.199,3505.3468,3450.6456,3474.2438,3399
INDEX.CSI300,D,20231024,190000,3481.7644,3494.8457,3453.3753,3487.1302,3365
INDEX.CSI300,D,20231025,190000,3524.2965,3531.8314,3500.9154,3504.4576,3328
INDEX.CSI300,D,20231026,190000,3484.7807,3515.5716,3478.0525,3514.1448,2694
INDEX.CSI300,D,20231027,190000,3501.171,3576.5861,3494.5488,3562.3851,3274
INDEX.CSI300,D,20231030,190000,3554.1055,3592.5402,3554.0238,3583.7718,2351
INDEX.CSI300,D,20231031,190000,3581.6759,3581.6759,3554.7234,3572.5056,2343
INDEX.CSI300,D,20231101,190000,3605.7576,3606.4126,3564.6732,3571.0268,3230
INDEX.CSI300,D,20231102,190000,3580.0672,3597.1699,3553.7406,3554.1889,3218
INDEX.CSI300,D,20231103,190000,3558.5303,3596.0577,3558.5303,3584.1364,3358
INDEX.CSI300,D,20231106,190000,3608.3187,3635.7897,3600.8685,3632.6084,3388
INDEX.CSI300,D,20231107,190000,3623.7849,3628.4615,3606.2975,3619.7593,3268
INDEX.CSI300,D,20231108,190000,3610.6434,3626.8796,3591.8916,3611.0723,2920
INDEX.CSI300,D,20231109,190000,3603.1082,3624.348,3601.5572,3612.8263,2651
INDEX.CSI300,D,20231110,190000,3596.0688,3599.4519,3576.164,3586.4893,3204
INDEX.CSI300,D,20231113,190000,3593.9109,3599.3897,3562.8223,3579.4141,3304
INDEX.CSI300,D,20231114,190000,3581.1034,3600.1483,3569.0881,3582.0584,2454
INDEX.CSI300,D,20231115,190000,3616.8765,3620.3084,3597.0796,3607.2454,2463
INDEX.CSI300,D,20231116,190000,3600.9813,3605.2075,3572.3641,3572.3641,2500
INDEX.CSI300,D,20231117,190000,3561.3112,3572.8832,3547.0287,3568.0685,2449
INDEX.CSI300,D,20231120,190000,3569.7314,3586.9731,3545.3781,3576.3233,3370
INDEX.CSI300,D,20231121,190000,3587.8779,3614.4351,3575.682,3581.0674,2715
INDEX.CSI300,D,20231122,190000,3569.4389,3574.1585,3544.4162,3544.4162,2330
INDEX.CSI300,D,20231123,190000,3541.4416,3562.0569,3529.939,3561.5204,2499
INDEX.CSI300,D,20231124,190000,3560.6462,3560.6462,3533.9955,3538.0087,3365
INDEX.CSI300,D,20231127,190000,3534.4445,3534.4445,3492.9133,3511.9424,2302
INDEX.CSI300,D,20231128,190000,3510.6554,3521.0463,3501.1093,3518.5232,2343
INDEX.CSI300,D,20231129,190000,3518.8836,3519.198,3482.2444,3488.3073,2552
INDEX.CSI300,D,20231130,190000,3485.5171,3504.9363,3481.4515,3496.2028,3311
INDEX.CSI300,D,20231201,190000,3494.2234,3494.2234,3452.1728,3482.8813,2370
INDEX.CSI300,D,20231204,190000,3481.0449,3487.9464,3459.611,3460.138,3230
INDEX.CSI300,D,20231205,190000,3450.0898,3450.0898,3393.8139,3394.2571,3234
INDEX.CSI300,D,20231206,190000,3387.8798,3420.2773,3382.9457,3399.598,3283
INDEX.CSI300,D,20231207,190000,3394.3064,3404.4005,3369.7675,3391.2823,3269
INDEX.CSI300,D,20231208,190000,3391.8585,3409.3845,3383.5191,3399.4618,3172
INDEX.CSI300,D,20231211,190000,3378.0517,3426.5957,3346.8902,3419.4548,2822
INDEX.CSI300,D,20231212,190000,3409.9976,3427.5456,3406.1013,3426.803,2930
INDEX.CSI300,D,20231213,190000,3418.6413,3418.6413,3369.605,3369.605,2801
INDEX.CSI300,D,20231214,190000,3387.3847,3399.1394,3350.7648,3351.9639,2889
INDEX.CSI300,D,20231215,190000,3365.9388,3388.5047,3339.519,3341.5517,2773
INDEX.CSI300,D,20231218,190000,3329.191,3352.333,3315.0218,3329.3657,2962
INDEX.CSI300,D,20231219,190000,3325.6596,3345.7795,3313.1874,3334.0412,2237
INDEX.CSI300,D,20231220,190000,3334.332,3338.5434,3297.3652,3297.5022,2313
